,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
1155,28,14/10/2020 0:00,Bernama,UOB Bank expects unemployment rate to remain elevated,0,[],"['unemployment', -0.4404]",2020,October,14,-0.44,0,1,0.992999754
1156,29,14/10/2020 0:00,Theedgemalaysia,UOB Bank expects unemployment rate to remain elevated,0,[],"['unemployment', -0.4404]",2020,October,14,-0.44,0,1,0.992999754
1157,30,12/10/2020 0:00,Theedgemalaysia,"Rising Covid-19 cases a key risk to industrial production, say economists",0,[],"['risk', -0.2732]",2020,October,12,-0.273,0,1,0.999848083
1158,31,12/10/2020 0:00,The Star Malaysia,"Solid fundamentals enable Malaysia to deal with Covid-19 shocks, Wahid says",0,"['Solid', 0.1531]","['shocks', -0.3818]",2020,October,12,-0.25,0,1,0.999999985
1159,32,12/10/2020 0:00,Thesundaily,Solid fundamentals accorded Malaysia resilience in dealing with pandemic shocks - Wahid,0,"['Solid', 0.1531]","['shocks', -0.3818]",2020,October,12,-0.25,0,1,1
1160,33,3/10/2020 0:00,Theedgemalaysia,Safeguard economy by breaking Covid-19 infection chain again,0,"['Safeguard', 0.3818]",[],2020,October,3,0.382,1,1,0.999972079
1161,34,27/9/2020 0:00,The Star Malaysia,GRADUATE MISMATCH IN THE LABOUR MARKET,0,[],[],2020,September,27,0,2,0,-0.896272932
1162,35,6/9/2020 0:00,Theborneopost,Pivot towards digital economy amid Covid-19 outbreak,0,[],[],2020,September,6,0,2,1,0.999999985
1163,36,23/7/2020 0:00,The Malaysian Reserve,Malaysia still in deflation as CPI drops,0,[],[],2020,July,23,0,2,1,0.3062358
1164,37,23/7/2020 0:00,News Sabah Times,Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,23,-0.735,0,0,-0.83882006
1165,38,23/7/2020 0:00,Sinarharian,Malaysia will record a higher deficit if the MCO is re-enforced,0,[],[],2020,July,23,-0.402,0,1,1
1166,39,23/7/2020 0:00,Mykmu,Malaysia may record a higher deficit if the MCO is re-enforced,0,[],[],2020,July,23,-0.402,0,1,1
1167,40,22/7/2020 0:00,The Malaysian Reserve,Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.83882006
1168,41,22/7/2020 0:00,Thesundaily,Malaysia may suffer wider deficit if MCO re-imposed: Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.83882006
1169,42,22/7/2020 0:00,The Malay Mail Online,"Malaysia may suffer wider deficit if MCO re-imposed, say academics",0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.999999828
1170,43,22/7/2020 0:00,Bernama,Malaysia may record a higher deficit if the MCO is re-enforced - Academician,0,[],[],2020,July,22,-0.402,0,1,1
1171,44,22/7/2020 0:00,Bernama,Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.83882006
1172,45,21/7/2020 0:00,The Malay Mail Online,Stats Dept: Malaysia's Gross Fixed Capital Formation slips 2.1pc in 2019,0,[],"['Gross', -0.4767]",2020,July,21,-0.477,0,1,0.993404743
1173,46,21/7/2020 0:00,Malaysia Gazette,PMTK 2019 down 2.1%,0,[],[],2020,July,21,0,2,1,1
1174,47,21/7/2020 0:00,Bernama,Gross Fixed Capital Formation decreased by 2.1 percent in 2019 - Department of Statistics,0,[],[],2020,July,21,-0.477,0,1,0.999488706
1175,48,21/7/2020 0:00,Bernama,GFCF slips 2.1 pct in 2019 - DOSM,0,[],[],2020,July,21,0,2,1,0.999999997
1176,49,20/7/2020 0:00,Money Compass,PM: Malaysia needs to produce critical products,0,[],"['critical', -0.3182]",2020,July,20,-0.318,0,1,0.995430645
1177,50,20/7/2020 0:00,The Malaysian Reserve,Global companies turn to Malaysia due to US-China trade war,0,[],"['war', -0.5994]",2020,July,20,-0.599,0,1,0.999995645
1178,51,18/7/2020 0:00,Astro Awani,Malaysia needs to produce a critical product - Muhyiddin,0,[],[],2020,July,18,-0.318,0,0,-0.999997099
1179,52,16/7/2020 0:00,Theedgemalaysia,Cover Story: Six factors that could derail the market recovery,0,[],"['derail', -0.296]",2020,July,16,-0.296,0,0,-0.999997153
1180,53,13/7/2020 0:00,Dialog Rakyat,"The people can't wait, the government has to hurry - Muhyiddin",0,[],[],2020,July,13,0,2,1,0.999990687
1181,54,13/7/2020 0:00,Theedgemalaysia,Special Report: The State of the Nation: Bridging the gap between agriculture and food security,0,"['Special', 0.4019, 'security', 0.34]",[],2020,July,13,0.625,1,1,1
1182,55,13/7/2020 0:00,Theedgemalaysia,"The Week Ahead: Unemployment rate, Digi. Com results and China 2Q GDP in focus | The Edge Markets",0,[],"['Unemployment', -0.4404]",2020,July,13,-0.44,0,1,0.979741427
1183,56,13/7/2020 0:00,Malaysia Gazette,"The people can't wait, the government has to hurry - Muhyiddin",0,[],[],2020,July,13,0,2,1,0.999990687
1184,57,13/7/2020 0:00,Mykmu,"The people can't wait, the government has to hurry - Muhyiddin",0,[],[],2020,July,13,0,2,1,0.999990687
1185,58,7/7/2020 0:00,Theedgemalaysia,My Say: Another look at the deficit and debt concerns | The Edge Markets,0,[],"['deficit', -0.4019, 'debt', -0.3612]",2020,July,7,-0.637,0,0,-0.984147998
1186,59,7/7/2020 0:00,Theedgemalaysia,My Say: Another look at the deficit and debt concerns | The Edge Markets,0,[],"['deficit', -0.4019, 'debt', -0.3612]",2020,July,7,-0.637,0,0,-0.984147998
1187,60,5/7/2020 0:00,Utusan Borneo,KPDNHEP encourages the use of local products and services,0,[],[],2020,July,5,0.44,1,1,0.999999233
1188,61,25/6/2020 0:00,Theedgemalaysia,"KLCI pares losses, stays in negative zone as rising US virus cases, downgrade in economic projections rattles markets | The Edge Markets",0,[],"['losses', -0.4019, 'negative', -0.5719]",2020,June,25,-0.751,0,1,0.992322381
1189,62,23/6/2020 0:00,Sinarharian,PKR claims PAS has failed to drive Terengganu's economic growth,0,[],[],2020,June,23,-0.178,0,0,-0.999999969
1190,63,23/6/2020 0:00,Rojak Daily,2020 Recession In Malaysia: What You Need To Know,0,[],"['Recession', -0.4215]",2020,June,23,-0.421,0,0,-0.91706311
1191,64,23/6/2020 0:00,New Strait Times,"Inflation to remain subdued, OPR cut unlikely at Bank Negara's July meeting",0,[],"['cut', -0.2732]",2020,June,23,-0.273,0,0,-0.999151774
1192,65,15/6/2020 0:00,Theedgemalaysia,"The Week Ahead: All eyes on Malaysia's April unemployment rate, major G10 central bank policy decisions",0,[],"['unemployment', -0.4404]",2020,June,15,-0.44,0,1,0.996857297
1193,66,15/6/2020 0:00,Codeblue,Sarawak Businesses Shun Qmunity App Amid Covid-19 Stigma,0,[],[],2020,June,15,0,2,1,0.917417857
1194,67,10/6/2020 0:00,Layar Minda,Facing Another War,0,[],[],2020,June,10,-0.599,0,1,0.999999943
1195,68,10/6/2020 0:00,Theborneopost,'Prihatin' PM cares deeply about people's problems,0,"['cares', 0.4588]","['problems', -0.4019]",2020,June,10,0.009,1,1,0.999999994
1196,69,9/6/2020 0:00, The Malaysian Reserve,'Prihatin' PM Muhyiddin cares deeply about people's problems,0,"['cares', 0.4588]","['problems', -0.4019]",2020,June,9,0.009,1,1,0.999999943
1197,70,9/6/2020 0:00,Suara Sarawak,"Muhyiddin cares, cares about the people's problems",0,[],[],2020,June,9,0.511,1,0,-0.949098443
1198,71,9/6/2020 0:00,New Malaysia Times,'Prihatin' PM Muhyiddin cares deeply about people's problems,0,"['cares', 0.4588]","['problems', -0.4019]",2020,June,9,0.009,1,1,0.999999943
1199,72,9/6/2020 0:00,Sinarharian,Muhyiddin cares about the people's problems,0,[],[],2020,June,9,0.077,1,0,-0.999722749
1200,73,9/6/2020 0:00,The Leaders Online,'Prihatin' PM Muhyiddin cares deeply about people's problems,0,"['cares', 0.4588]","['problems', -0.4019]",2020,June,9,0.009,1,1,0.999999943
1201,74,9/6/2020 0:00,Bernama,'Prihatin' PM Muhyiddin cares deeply about people's problems,0,"['cares', 0.4588]","['problems', -0.4019]",2020,June,9,0.009,1,1,0.999999943
1202,75,9/6/2020 0:00,Bernama,"Muhyiddin cares, cares about the people's problems",0,[],[],2020,June,9,0.511,1,0,-0.949098443
1203,76,9/6/2020 0:00,Thesundaily,'Prihatin' PM Muhyiddin cares deeply about people's problems,0,"['cares', 0.4588]","['problems', -0.4019]",2020,June,9,0.009,1,1,0.999999943
1204,77,8/6/2020 0:00,Theedgemalaysia,"The State of the Nation: After a torrid April, rebound in May manufacturing not a given",0,[],[],2020,June,8,0,2,0,-0.99957117
1205,78,7/6/2020 0:00,Bernama,Strong economy in difficult times,0,[],[],2020,June,7,0.202,1,1,0.998178482
1206,79,7/6/2020 0:00,Bernama,Revitalising economy through tough times,0,[],"['tough', -0.128]",2020,June,7,-0.128,0,1,0.51186731
1207,80,5/6/2020 0:00,Theedgemalaysia,Malaysia's service exports hit record RM169.8 billion in 2019,0,[],[],2020,June,5,0,2,1,0.999998863
1208,81,4/6/2020 0:00,Malaysians Must Know The Truth,Responding to Covid-19 economy: Understanding employment shock,0,[],"['shock', -0.3818]",2020,June,4,-0.382,0,0,-0.999914629
1209,82,2/6/2020 0:00,The Malaysia Online,Workers have to be fired: PN has no way out - Faiz Fadzil,0,[],[],2020,June,2,-0.7,0,0,-1
1210,83,2/6/2020 0:00,Malaysia Kini Bm,Workers have to be fired: PN has no way out - Faiz Fadzil,0,[],[],2020,June,2,-0.7,0,0,-1
1211,84,31/5/2020 0:00,Malaysians Must Know The Truth,Ringgit Faces a Difficult Journey,0,[],[],2020,May,31,-0.361,0,1,1
1212,85,31/5/2020 0:00,Sinarharian,The ringgit faces a difficult journey,0,[],[],2020,May,31,-0.361,0,1,1
1213,86,31/5/2020 0:00,Sinarharian,Ringgit Faces a Difficult Journey,0,[],[],2020,May,31,-0.361,0,1,1
1214,87,31/5/2020 0:00,Freemalaysiatoday,The ringgit faces a difficult journey,0,[],[],2020,May,31,-0.361,0,1,1
1215,88,31/5/2020 0:00,Bernama,The ringgit faces a difficult journey,0,[],[],2020,May,31,-0.361,0,1,1
1216,89,22/5/2020 0:00,The Malaysian Reserve,"Protect Vulnerable Households, Groups And Businesses, Says Daim",0,"['Protect', 0.3818]","['Vulnerable', -0.2263]",2020,May,22,0.178,1,0,-0.43037172
1217,90,18/5/2020 0:00,Malaysians Must Know The Truth,We’re Already In A Global Recession And Here's What We Can Do,0,[],"['Recession', -0.4215]",2020,May,18,-0.421,0,1,0.999999048
1218,91,18/5/2020 0:00,Malaysia Kini Bm,COMMENT | We're already in a global recession and here's what we can do,0,[],"['recession', -0.4215]",2020,May,18,-0.421,0,0,-0.999747564
1219,92,15/5/2020 0:00,Focus Malaysia,Multi–pronged Strategy Needed To Tackle Rising Unemployment,0,[],"['Unemployment', -0.4404]",2020,May,15,-0.44,0,0,-0.999999982
1220,93,13/5/2020 0:00,Theedgemalaysia,"Malaysia's 1q Gdp Growth Drops To 0.7%, Lowest Since 2009 | The Edge Markets",0,"['Growth', 0.3818]","['Lowest', -0.3818]",2020,May,13,0,2,1,0.999999514
1221,94,12/5/2020 0:00,Theedgemalaysia,"Malaysia's March Ipi Suffers First Drop Since February 2013, Downtrend To Continue | The Edge Markets",0,[],"['Suffers', -0.4767, 'Drop', -0.2732]",2020,May,12,-0.637,0,1,0.999999961
1222,95,12/5/2020 0:00,Dailyexpress,Services Sector’s Average Revenue Falls Nearly 40pc,0,[],[],2020,May,12,0,2,0,-0.995463745
1223,96,12/5/2020 0:00,Theedgemalaysia,Malaysia 1q Gdp To Shrink For First Time Since Global Financial Crisis — Economists | The Edge Markets,0,[],"['Crisis', -0.6249]",2020,May,12,-0.625,0,1,0.999998151
1224,97,12/5/2020 0:00,Theedgemalaysia,Malaysia 1Q GDP to shrink for first time since global financial crisis - economists | The Edge Markets,0,[],"['crisis', -0.6249]",2020,May,12,-0.625,0,1,0.999998151
1225,98,12/5/2020 0:00,The Malaysian Reserve,Unemployment Rate On The Rise,0,[],"['Unemployment', -0.4404]",2020,May,12,-0.44,0,1,0.84215014
1226,99,12/5/2020 0:00,The Star Malaysia,Services Sector’s Revenue Fall Due To The Mco,0,[],[],2020,May,12,0,2,1,0.999981375
1227,100,11/5/2020 0:00,Thesundaily,Services Sector Average Revenue Falls Nearly 40%: Dosm,0,[],[],2020,May,11,0,2,0,-0.999981936
1228,101,11/5/2020 0:00,Thesundaily,Service Sector Expected to Decline 38.6% During Pkp,0,[],[],2020,May,11,0,2,0,-0.995537967
1229,102,11/5/2020 0:00,Thesundaily,The service sector is expected to decline by 38.6% during the MCO,0,[],[],2020,May,11,0,2,1,0.999997874
1230,103,11/5/2020 0:00,Bharian,Pkp: Service Sector Expected to Decline 38.6 Percent,0,[],[],2020,May,11,0,2,1,0.999938018
1231,104,11/5/2020 0:00,Theedgemalaysia,"Services Sector’s Average Revenue Fell Nearly 40% During Mco, Up To April 28 — Dosm | The Edge Markets",0,[],[],2020,May,11,0,2,0,-0.999994804
1232,105,11/5/2020 0:00,Theedgemalaysia,"Services sector's average revenue fell nearly 40% during MCO, up to April 28 - DOSM | The Edge Markets",0,[],[],2020,May,11,0,2,0,-0.999994804
1233,106,11/5/2020 0:00,Sinarharian,The service sector is expected to decline 38.6 percent during the MCO,0,[],[],2020,May,11,0,2,1,0.99998686
1234,107,11/5/2020 0:00,Sinarharian,Service Sector Expected to Decline 38.6 Percent During Pkp,0,[],[],2020,May,11,0,2,0,-0.999133664
1235,108,11/5/2020 0:00,Bernama,Services Sector’s Average Revenue Falls Nearly 40 Pct During Mco – Dosm,0,[],[],2020,May,11,0,2,1,0.999976603
1236,109,11/5/2020 0:00,Astro Awani,Services Sectors Average Revenue Falls Nearly 40 Per Cent During Mco – Dosm,0,[],[],2020,May,11,0,2,0,-0.999970961
1237,110,11/5/2020 0:00,The Malay Mail Online,"Services Sector’s Average Revenue Falls Nearly 40pc During Mco, Says Statistics Dept",0,[],[],2020,May,11,0,2,0,-0.999999324
1238,111,11/5/2020 0:00,Bernama,Service Sector Expected to Decline 38.6 Percent During Pkp,0,[],[],2020,May,11,0,2,0,-0.999133664
1239,112,8/5/2020 0:00,Thesundaily,Workers' salary issue dominates challenges faced by businesses during MCO: DOSM,0,"['dominates', 0.0516, 'challenges', 0.0772]",[],2020,May,8,0.128,1,0,-0.44330447
1240,113,8/5/2020 0:00,Thesundaily,Workers’ Salary Issue Dominates Challenges Faced By Businesses During Mco: Dosm,0,"['Dominates', 0.0516, 'Challenges', 0.0772]",[],2020,May,8,0.128,1,0,-0.44330447
1241,114,8/5/2020 0:00,Bernama,Workers’ Salary Issue Dominates Challenges Faced By Businesses During Mco –– Dosm,0,"['Dominates', 0.0516, 'Challenges', 0.0772]",[],2020,May,8,0.128,1,0,-0.44330447
1242,115,8/5/2020 0:00,The Rakyat Post,Malaysia’s Unemployment Rate Jump To Decade Record High Amid Pandemic,0,[],"['Unemployment', -0.4404]",2020,May,8,-0.44,0,1,0.999748449
1243,116,7/5/2020 0:00,Theedgemalaysia,Special Report: Covid–19 Fallout: Jobs Under Threat | The Edge Markets,0,"['Special', 0.4019]","['Threat', -0.5267]",2020,May,7,-0.178,0,1,0.999112206
1244,117,5/5/2020 0:00,The Malaysian Reserve,Sharp Spike In Job Losses Due To Covid–19,0,[],"['Losses', -0.4019]",2020,May,5,-0.402,0,0,-0.997572768
1245,118,4/5/2020 0:00,Theedgemalaysia,"The Week Ahead: Opr, Trade Data And Unemployment Rate In The Spotlight | The Edge Markets",0,[],"['Unemployment', -0.4404]",2020,May,4,-0.44,0,1,0.999997406
1246,119,2/5/2020 0:00,Freemalaysiatoday,"Economists Explain Why Easing Important Restrictions, For Rural, Poor People",0,[],[],2020,May,2,-0.077,0,0,-1
1247,120,1/5/2020 0:00,Bernama,"Covid–19 : Dosm Collects Informal Sector Statistics, Affected Economy",0,[],[],2020,May,1,-0.153,0,1,0.999999998
1248,121,28/4/2020 0:00,Freemalaysiatoday,The Problem Of Unemployment During And After Mco,0,[],"['Problem', -0.4019, 'Unemployment', -0.4404]",2020,April,28,-0.681,0,0,-0.999999998
1249,122,28/4/2020 0:00,Newsmalaysiamsn,The problem of unemployment during and after MCO,0,[],"['problem', -0.4019, 'unemployment', -0.4404]",2020,April,28,-0.681,0,0,-0.999999998
1250,123,28/4/2020 0:00,Newsmalaysiamsn,The Problem Of Unemployment During And After Mco,0,[],"['Problem', -0.4019, 'Unemployment', -0.4404]",2020,April,28,-0.681,0,0,-0.999999998
1251,124,28/4/2020 0:00,Malaysia Kini Bm,Comment | Massive Unemployment Needs To Be Addressed Immediately,0,[],"['Unemployment', -0.4404]",2020,April,28,-0.44,0,0,-1
1252,125,27/4/2020 0:00,Malaysians Must Know The Truth,Massive Unemployment Needs To Be Addressed Immediately,0,[],"['Unemployment', -0.4404]",2020,April,27,-0.44,0,0,-1
1253,126,21/4/2020 0:00,The Malaysian Reserve,Small Businesses Start To Cut Salaries To Survive Covid–19,0,[],"['Cut', -0.2732]",2020,April,21,-0.273,0,0,-0.999921609
1254,127,21/4/2020 0:00,Dailyexpress,"‘reduce Interest Rates Of Personal, Corporate Loans’",0,"['Interest', 0.4588]",[],2020,April,21,0.459,1,0,-0.50247497
1255,128,20/4/2020 0:00,Theedgemalaysia,Grim 1q Earnings Outlook For Selected Industries | The Edge Markets,0,[],"['Grim', -0.5719]",2020,April,20,-0.572,0,1,0.999999999
1256,129,16/4/2020 0:00,Freemalaysiatoday,"Academics Support Calls for Strengthening Agriculture, Fisheries",0,[],[],2020,April,16,0.71,1,1,0.999982437
1257,130,14/4/2020 0:00,Thesundaily,Worse to come for Malaysia's unemployment numbers,0,[],"['Worse', -0.4767, 'unemployment', -0.4404]",2020,April,14,-0.718,0,0,-1
1258,131,14/4/2020 0:00,Thesundaily,Worse To Come For Malaysia’s Unemployment Numbers,0,[],"['Worse', -0.4767, 'Unemployment', -0.4404]",2020,April,14,-0.718,0,0,-1
1259,132,13/4/2020 0:00,Theedgemalaysia,"The Week Ahead: Close Watch On China’s 1q Gdp Growth, Us Jobless Claims | The Edge Markets",0,"['Growth', 0.3818]",[],2020,April,13,0.382,1,1,0.999626929
1260,133,13/4/2020 0:00,Theedgemalaysia,Will Economic Contraction Get Worse Than Bnm’s Forecast? | The Edge Markets,0,[],"['Worse', -0.4767]",2020,April,13,-0.477,0,1,0.986101627
1261,134,7/4/2020 0:00,Newsmalaysiamsn,"Online Retailers Are Slashing Prices, Yet New Survey Shows Malaysians Too Scared To Spend",0,[],"['Slashing', -0.2732, 'Scared', -0.4404]",2020,April,7,-0.612,0,0,-0.999988028
1262,135,7/4/2020 0:00,Newsmalaysiamsn,"Online retailers are slashing prices, yet new survey shows Malaysians too scared to spend",0,[],"['slashing', -0.2732, 'scared', -0.4404]",2020,April,7,-0.612,0,0,-0.999988028
1263,136,7/4/2020 0:00,The Malay Mail Online,"Online Retailers Are Slashing Prices, Yet New Survey Shows Malaysians Too Scared To Spend",0,[],"['Slashing', -0.2732, 'Scared', -0.4404]",2020,April,7,-0.612,0,0,-0.999988028
1264,137,7/4/2020 0:00,Mykmu,"Concerned about PKS: Radical Steps to Stimulate Industry, Revitalize the State Economy – Tok Mat",0,[],[],2020,April,7,0.226,1,0,-0.999613904
1265,138,7/4/2020 0:00,Malaysia Gazette,Additional Package of Radical Measures to Stimulate the Economy of Pks,0,[],[],2020,April,7,0.226,1,1,0.999977112
1266,139,7/4/2020 0:00,Umnoonline,"Concerned with PKS: Radical Steps to Stimulate Industry, Revitalize the Country's Economy – Mohamad",0,[],[],2020,April,7,0.226,1,0,-0.49145273
1267,140,7/4/2020 0:00,Malaysia Kini Bm,Mp Speaks | The Prihatin Packages: Missed Opportunities,0,"['Opportunities', 0.3818]","['Missed', -0.296]",2020,April,7,0.103,1,1,0.999999954
1268,141,6/4/2020 0:00,Malaysia Kini Bm,"Think Tank: 40 Pct Of Startups, Social Enterprises Will Fold Without Help",0,"['Help', 0.4019]",[],2020,April,6,-0.309,0,1,0.999999997
